time,temperature_2m,relativehumidity_2m,surface_pressure,precipitation,cloudcover,direct_radiation,diffuse_radiation,windspeed_10m
21,5.1,91,986.5,0.3,100,0.0,0.0,22.1
22,4.6,91,985.9,0.0,80,0.0,0.0,23.8
23,5.0,92,985.4,0.1,76,0.0,0.0,24.9
00,5.5,91,985.4,0.3,89,0.0,0.0,27.1
01,5.7,91,985.1,0.2,83,0.0,0.0,29.3
02,5.7,92,985.8,0.0,100,0.0,0.0,28.0
03,5.8,93,986.3,0.1,100,0.0,0.0,25.2
04,5.9,94,987.1,0.1,100,0.0,0.0,20.9
05,5.5,95,987.4,0.0,100,0.0,0.0,16.8
06,5.1,96,988.6,0.0,100,0.0,0.0,14.5
07,4.3,97,989.1,0.0,100,0.0,0.0,11.6
08,3.6,97,990.4,0.0,100,0.0,3.0,10.6
09,3.3,97,991.3,0.0,100,0.0,29.0,8.4
10,3.4,96,992.5,0.2,100,0.0,46.0,12.8
11,3.4,94,993.5,0.4,100,0.0,80.0,14.9
12,3.5,92,993.6,0.2,100,2.0,125.0,14.5
13,4.6,84,993.1,0.0,100,58.0,236.0,14.9
14,6.1,74,994.7,0.0,100,135.0,226.0,17.6
15,6.4,70,995.6,0.0,100,59.0,195.0,16.4
16,6.1,73,996.4,0.0,100,4.0,142.0,15.1
17,5.5,78,996.5,0.1,100,1.0,70.0,11.3
18,4.5,83,997.4,0.2,96,0.0,18.0,8.9
19,3.6,89,998.1,0.3,98,0.0,0.0,8.7
20,2.9,92,999.1,0.3,100,0.0,0.0,8.2
21,2.5,93,999.4,0.4,100,0.0,0.0,7.0
22,1.6,95,1000.0,0.4,100,0.0,0.0,5.7
23,0.9,99,1000.6,0.5,100,0.0,0.0,4.6
00,0.5,100,1000.7,0.5,100,0.0,0.0,3.3
01,0.2,99,1001.4,0.5,100,0.0,0.0,5.4
02,0.2,100,1002.4,0.5,100,0.0,0.0,5.1
03,0.2,100,1002.6,0.4,100,0.0,0.0,4.0
04,0.1,100,1002.9,0.1,100,0.0,0.0,3.9
05,-0.1,99,1003.5,0.0,100,0.0,0.0,4.5
06,0.3,99,1003.7,0.0,100,0.0,0.0,1.3
07,0.1,99,1003.9,0.1,100,0.0,0.0,2.2
08,-0.2,100,1004.0,0.6,100,0.0,4.0,3.1
09,0.5,99,1004.9,0.4,100,0.0,20.0,2.8
10,1.1,99,1005.2,0.6,100,3.0,56.0,3.3
11,1.6,99,1005.6,0.6,100,16.0,97.0,5.4
12,1.9,97,1005.8,0.4,100,3.0,98.0,7.5
13,2.1,95,1005.7,0.3,100,1.0,94.0,9.5
14,2.0,97,1005.7,0.4,100,0.0,76.0,10.2
15,2.0,96,1005.8,0.3,100,3.0,74.0,10.5
16,1.5,99,1006.6,0.4,100,0.0,48.0,8.8
17,1.0,99,1006.3,0.8,100,0.0,16.0,9.3
18,0.8,99,1006.3,0.4,100,0.0,13.0,10.5
19,0.5,98,1006.6,0.1,100,0.0,0.0,10.6
20,0.2,97,1007.2,0.1,100,0.0,0.0,11.8
21,-0.2,94,1007.5,0.1,100,0.0,0.0,13.8
22,-0.3,94,1007.9,0.3,100,0.0,0.0,14.7
23,-1.0,92,1008.4,0.5,100,0.0,0.0,15.7
00,-1.5,90,1008.9,0.3,100,0.0,0.0,16.5
01,-2.1,90,1009.5,0.2,100,0.0,0.0,14.9
02,-2.6,89,1009.7,0.1,100,0.0,0.0,13.2
03,-2.9,88,1009.6,0.0,95,0.0,0.0,13.2
04,-3.5,88,1009.7,0.0,92,0.0,0.0,12.8
05,-3.8,87,1009.9,0.0,90,0.0,0.0,13.0
06,-4.0,86,1010.2,0.0,86,0.0,0.0,13.0
07,-4.3,85,1010.5,0.0,87,0.0,0.0,13.0
08,-4.5,83,1010.9,0.0,82,1.0,7.0,11.9
09,-4.3,81,1011.3,0.0,64,9.0,61.0,10.4
10,-3.4,79,1011.5,0.0,66,2.0,72.0,10.5
11,-2.8,75,1011.3,0.0,100,21.0,111.0,11.7
12,-2.2,74,1011.4,0.0,100,38.0,184.0,11.0
13,-1.6,72,1010.7,0.0,100,55.0,228.0,10.2
14,-0.8,71,1010.2,0.0,100,139.0,250.0,12.4
15,-0.5,70,1009.6,0.0,100,87.0,223.0,15.3
16,-0.3,70,1009.1,0.0,100,84.0,174.0,17.1
17,-0.5,71,1008.4,0.0,88,35.0,112.0,18.2
18,-0.9,73,1008.4,0.0,84,6.0,37.0,15.8
19,-1.2,73,1007.8,0.0,70,0.0,1.0,16.4
20,-1.6,74,1007.8,0.0,48,0.0,0.0,17.4
21,-2.0,76,1007.5,0.0,33,0.0,0.0,18.2
22,-2.4,78,1007.5,0.0,30,0.0,0.0,18.6
23,-2.9,80,1006.8,0.0,31,0.0,0.0,18.8
00,-3.2,80,1006.5,0.0,28,0.0,0.0,19.1
01,-3.5,81,1005.4,0.0,30,0.0,0.0,18.4
02,-3.7,81,1005.5,0.0,24,0.0,0.0,18.4
03,-3.9,81,1005.1,0.0,24,0.0,0.0,18.4
04,-3.8,80,1004.4,0.0,41,0.0,0.0,18.7
05,-3.4,79,1003.4,0.0,69,0.0,0.0,18.4
06,-3.1,79,1002.4,0.0,81,0.0,0.0,18.7
07,-2.9,79,1001.9,0.0,93,0.0,0.0,18.4
08,-2.6,80,1001.6,0.0,100,0.0,6.0,19.1
09,-2.0,80,1001.6,0.0,100,4.0,45.0,19.9
10,-1.5,82,1001.6,0.0,100,2.0,80.0,23.1
11,-0.7,82,1001.3,0.0,100,3.0,115.0,22.8
12,-0.2,82,1001.0,0.1,100,1.0,120.0,22.0
13,0.6,82,1001.0,0.1,100,21.0,141.0,22.1
14,1.1,81,1000.9,0.1,100,3.0,140.0,21.8
15,1.2,81,1001.1,0.2,100,1.0,128.0,20.6
16,1.3,77,1001.6,0.1,79,29.0,120.0,18.6
17,0.8,73,1002.1,0.3,81,45.0,95.0,17.1
18,-0.5,71,1002.9,0.0,30,20.0,38.0,12.9
19,-2.3,73,1003.1,0.0,8,0.0,1.0,8.2
20,-3.8,75,1003.8,0.0,10,0.0,0.0,8.7
21,-5.7,78,1003.9,0.0,6,0.0,0.0,9.4
22,-6.5,76,1004.3,0.0,4,0.0,0.0,9.5
23,-6.8,75,1004.5,0.0,10,0.0,0.0,9.4
00,-7.6,77,1004.6,0.0,14,0.0,0.0,8.3
01,-8.5,79,1004.5,0.0,29,0.0,0.0,8.4
02,-9.3,79,1004.2,0.0,52,0.0,0.0,10.2
03,-9.5,79,1003.4,0.0,93,0.0,0.0,11.3
04,-9.0,78,1003.3,0.0,73,0.0,0.0,12.3
05,-8.5,77,1003.1,0.0,41,0.0,0.0,13.4
06,-8.3,79,1002.5,0.0,1,0.0,0.0,14.3
07,-7.8,80,1002.4,0.0,46,0.0,0.0,15.6
08,-6.3,79,1002.5,0.0,100,3.0,12.0,16.9
09,-3.7,77,1002.9,0.0,100,30.0,70.0,17.3
10,-1.4,76,1003.2,0.0,100,86.0,119.0,20.7
11,0.1,75,1003.2,0.0,95,111.0,189.0,21.9
12,1.0,70,1003.5,0.0,91,102.0,220.0,21.1
13,1.4,68,1003.8,0.0,90,31.0,204.0,19.3
14,1.6,65,1003.9,0.0,90,18.0,172.0,18.2
15,1.7,64,1003.7,0.0,81,12.0,146.0,17.4
16,1.8,64,1003.7,0.0,85,10.0,137.0,17.1
17,1.7,67,1003.2,0.0,77,17.0,85.0,13.1
18,1.0,71,1003.3,0.0,65,13.0,36.0,10.8
19,0.0,76,1003.4,0.0,85,0.0,1.0,10.9
20,-0.0,79,1003.4,0.0,93,0.0,0.0,11.8
21,0.1,81,1003.1,0.0,86,0.0,0.0,13.2
22,0.5,82,1003.1,0.0,68,0.0,0.0,14.0
23,0.3,85,1003.0,0.0,68,0.0,0.0,13.8
00,0.5,86,1003.0,0.0,71,0.0,0.0,14.6
01,0.4,87,1002.7,0.0,74,0.0,0.0,13.9
02,0.4,88,1002.3,0.0,84,0.0,0.0,13.5
03,-0.1,90,1001.7,0.0,100,0.0,0.0,13.7
04,-0.1,90,1001.4,0.0,100,0.0,0.0,13.4
05,-0.1,90,1001.1,0.0,100,0.0,0.0,13.7
06,-0.2,90,1000.5,0.0,74,0.0,0.0,13.8
07,-0.4,91,1000.1,0.0,81,0.0,0.0,13.9
08,-0.5,90,1000.0,0.0,87,3.0,10.0,14.6
09,0.2,87,1000.0,0.0,79,26.0,58.0,14.2
10,1.6,81,1000.1,0.0,58,97.0,94.0,16.8
11,2.4,73,999.9,0.0,65,176.0,129.0,19.8
12,2.6,71,999.3,0.0,90,48.0,179.0,19.6
13,2.8,71,998.7,0.0,94,87.0,155.0,19.5
14,3.0,70,998.1,0.0,100,32.0,178.0,18.8
15,2.9,71,997.4,0.0,100,6.0,135.0,17.9
16,3.5,65,996.8,0.0,100,9.0,116.0,16.3
17,3.3,67,996.3,0.0,100,8.0,72.0,14.5
18,2.6,72,995.9,0.0,100,3.0,21.0,12.9
19,1.9,77,995.5,0.0,100,0.0,1.0,12.7
20,1.4,81,995.5,0.0,100,0.0,0.0,12.7
21,0.9,87,995.2,0.1,100,0.0,0.0,13.0
22,0.8,89,994.9,0.1,100,0.0,0.0,12.9
23,0.7,90,994.8,0.0,100,0.0,0.0,14.1
00,0.8,91,994.1,0.1,100,0.0,0.0,15.2
01,0.8,92,993.6,0.1,100,0.0,0.0,15.9
02,0.5,93,993.4,0.1,47,0.0,0.0,15.9
03,0.1,93,993.0,0.3,65,0.0,0.0,17.7
04,-0.2,93,992.7,0.3,66,0.0,0.0,18.3
05,-0.1,91,992.6,0.1,62,0.0,0.0,18.5
06,-0.4,92,992.6,0.0,77,0.0,0.0,17.3
07,-0.5,92,992.6,0.0,87,0.0,0.0,15.9
08,-0.3,91,992.8,0.0,88,0.0,10.0,15.7
09,-0.1,88,993.2,0.0,86,0.0,64.0,20.6
10,0.6,86,993.4,0.0,91,26.0,123.0,19.6
11,1.5,82,993.2,0.0,97,34.0,191.0,19.9
12,2.5,73,992.4,0.0,100,131.0,207.0,23.1
13,3.5,66,991.6,0.0,100,94.0,243.0,25.8
14,4.9,57,990.3,0.0,100,87.0,206.0,29.1
15,4.7,59,989.6,0.0,100,18.0,180.0,30.2
16,4.8,58,989.1,0.0,100,21.0,145.0,28.9
17,4.8,58,987.9,0.0,88,26.0,94.0,25.3
18,4.4,59,987.5,0.0,100,13.0,43.0,23.4
19,3.6,63,987.5,0.0,100,0.0,2.0,22.9
20,3.3,64,987.1,0.0,100,0.0,0.0,22.1
21,3.0,65,986.9,0.0,74,0.0,0.0,20.3
22,2.6,67,986.8,0.0,52,0.0,0.0,18.1
23,1.7,71,987.2,0.0,42,0.0,0.0,16.5
00,0.9,74,986.7,0.0,33,0.0,0.0,16.5
01,0.3,76,986.1,0.0,41,0.0,0.0,20.9
02,-0.2,76,986.0,0.0,100,0.0,0.0,22.5
03,-0.2,75,986.0,0.0,100,0.0,0.0,26.2
04,-0.1,73,985.8,0.0,89,0.0,0.0,27.6
05,-0.0,73,986.1,0.0,71,0.0,0.0,27.5
06,-0.2,74,986.7,0.0,97,0.0,0.0,28.1
07,-0.9,74,987.4,0.1,17,0.0,0.0,23.7
08,-1.5,71,988.4,0.0,4,8.0,14.0,22.0
09,-1.2,64,989.2,0.0,5,70.0,63.0,25.6
10,-0.7,57,989.7,0.0,71,182.0,97.0,30.6
11,0.3,53,990.2,0.0,88,179.0,159.0,29.2
12,1.1,50,990.8,0.0,90,143.0,219.0,28.9
13,1.7,49,991.0,0.0,70,117.0,247.0,27.0
14,2.1,48,990.9,0.0,76,107.0,255.0,27.4
15,2.2,46,991.2,0.0,90,78.0,213.0,25.9
16,2.2,45,991.6,0.0,90,27.0,175.0,24.1
17,1.8,48,991.7,0.0,78,14.0,94.0,19.8
18,1.1,51,991.9,0.0,80,12.0,40.0,15.5
19,0.4,54,992.2,0.0,87,0.0,2.0,11.9
20,-0.1,56,992.4,0.0,72,0.0,0.0,9.5
21,-0.5,58,992.8,0.0,79,0.0,0.0,8.9
22,-1.3,64,992.7,0.0,77,0.0,0.0,9.0
23,-1.4,65,993.1,0.0,73,0.0,0.0,8.9
00,-1.6,66,993.0,0.0,73,0.0,0.0,8.1
01,-1.7,67,992.6,0.0,83,0.0,0.0,8.4
02,-2.1,69,992.4,0.0,44,0.0,0.0,7.0
03,-2.9,73,992.2,0.0,23,0.0,0.0,7.4
04,-3.6,77,992.1,0.0,37,0.0,0.0,8.9
05,-4.1,79,992.0,0.0,54,0.0,0.0,8.9
06,-4.4,81,992.1,0.0,77,0.0,0.0,8.4
07,-4.6,82,992.1,0.0,79,0.0,0.0,8.2
08,-4.0,79,992.5,0.0,85,11.0,15.0,10.2
09,-1.2,66,992.7,0.0,73,86.0,61.0,11.0
10,0.6,62,993.0,0.0,28,176.0,102.0,12.5
11,2.0,51,993.1,0.0,100,280.0,103.0,17.1
12,2.8,43,992.9,0.0,100,196.0,192.0,19.1
13,3.5,42,992.7,0.0,100,133.0,262.0,20.6
14,3.3,47,992.9,0.1,100,71.0,225.0,21.4
15,3.1,52,993.0,0.1,100,39.0,210.0,21.5
16,2.4,62,993.5,0.2,89,55.0,144.0,18.6
17,2.0,66,993.7,0.1,48,71.0,88.0,14.3
18,0.8,72,994.1,0.0,28,42.0,40.0,10.7
19,-0.7,77,994.7,0.0,17,1.0,3.0,9.1
20,-1.6,80,995.6,0.0,15,0.0,0.0,9.4
21,-2.3,81,995.9,0.0,16,0.0,0.0,8.8
22,-2.8,82,996.4,0.0,17,0.0,0.0,8.3
23,-3.7,85,996.4,0.0,22,0.0,0.0,9.0
00,-4.0,83,996.6,0.0,61,0.0,0.0,8.7
01,-4.3,84,996.8,0.0,57,0.0,0.0,7.6
02,-4.5,84,996.5,0.0,100,0.0,0.0,7.1
03,-4.1,85,996.5,0.0,100,0.0,0.0,5.8
04,-2.8,82,996.2,0.0,100,0.0,0.0,6.6
05,-1.9,79,996.1,0.0,100,0.0,0.0,7.0
06,-1.7,81,995.9,0.0,100,0.0,0.0,7.9
07,-2.0,85,995.6,0.0,100,0.0,0.0,8.6
08,-2.0,89,995.9,0.0,66,9.0,18.0,10.2
09,-0.2,86,995.8,0.0,73,73.0,69.0,10.5
10,1.7,81,995.5,0.0,98,84.0,146.0,13.1
11,3.6,72,995.2,0.0,89,213.0,153.0,13.6
12,5.0,61,995.0,0.0,100,223.0,202.0,16.4
13,5.9,57,994.3,0.0,100,241.0,209.0,16.2
14,6.0,58,993.9,0.0,100,69.0,234.0,18.0
15,6.0,60,993.5,0.0,100,48.0,200.0,16.8
16,5.8,63,993.2,0.0,100,21.0,165.0,15.5
17,5.3,67,992.7,0.0,100,21.0,116.0,15.1
18,4.2,74,992.3,0.1,100,5.0,50.0,15.2
19,3.4,82,992.8,0.2,100,0.0,2.0,15.5
20,3.0,86,992.8,0.2,100,0.0,0.0,14.7
21,2.8,89,992.8,0.1,100,0.0,0.0,11.6
22,2.2,91,992.9,0.3,100,0.0,0.0,8.6
23,1.9,93,993.0,0.3,100,0.0,0.0,6.1
00,1.5,95,992.9,0.2,100,0.0,0.0,4.9
01,1.4,96,993.1,0.1,86,0.0,0.0,4.7
02,0.8,97,993.1,0.0,41,0.0,0.0,7.3
03,0.0,97,993.2,0.0,14,0.0,0.0,6.2
04,-0.9,99,993.2,0.0,7,0.0,0.0,6.6
05,-2.4,99,993.5,0.0,90,0.0,0.0,7.3
06,-2.2,98,993.7,0.0,89,0.0,0.0,3.8
07,-1.9,99,994.1,0.0,100,0.0,0.0,2.6
08,-1.5,99,994.2,0.0,100,2.0,16.0,3.6
09,0.1,97,994.3,0.0,100,3.0,67.0,5.8
10,1.4,96,994.5,0.0,100,20.0,138.0,8.8
11,2.9,92,994.2,0.0,100,26.0,201.0,15.2
12,4.7,87,993.5,0.0,100,26.0,231.0,17.7
13,6.1,85,992.7,0.0,100,14.0,213.0,20.3
14,6.7,88,991.7,1.0,100,9.0,168.0,20.6
15,7.5,89,991.2,0.2,100,4.0,139.0,17.0
16,7.8,91,991.1,0.2,100,0.0,68.0,17.2
17,8.2,87,990.6,0.0,94,20.0,65.0,17.7
18,7.9,85,990.2,0.0,74,9.0,33.0,15.3
19,6.8,86,990.1,0.0,64,0.0,4.0,12.7
20,5.6,88,990.3,0.0,17,0.0,0.0,11.8
21,4.8,89,990.2,0.0,36,0.0,0.0,13.0
22,4.9,89,990.3,0.1,50,0.0,0.0,15.0
23,5.2,89,990.5,0.0,43,0.0,0.0,16.3
00,5.3,89,990.9,0.0,76,0.0,0.0,14.0
01,5.0,91,991.1,0.0,80,0.0,0.0,11.6
02,4.1,93,991.1,0.0,77,0.0,0.0,9.2
03,3.0,94,991.2,0.0,58,0.0,0.0,6.8
04,1.7,96,991.0,0.0,50,0.0,0.0,8.0
05,0.6,98,990.6,0.0,61,0.0,0.0,9.7
06,-0.2,99,990.6,0.0,43,0.0,0.0,7.6
07,-0.6,99,990.4,0.0,100,0.0,0.0,7.6
08,0.7,99,990.2,0.0,100,7.0,23.0,9.9
09,3.1,99,990.2,0.0,100,50.0,75.0,11.5
10,4.3,95,990.3,0.0,99,51.0,142.0,17.8
11,6.2,89,990.2,0.0,100,83.0,184.0,20.3
12,7.6,86,990.0,0.0,89,41.0,235.0,20.7
13,9.2,78,989.2,0.0,74,83.0,255.0,21.5
14,11.1,69,988.4,0.0,64,244.0,193.0,21.9
15,12.1,65,988.2,0.0,11,317.0,137.0,19.4
16,12.6,63,987.6,0.0,3,270.0,99.0,19.9
17,12.2,65,986.9,0.0,4,171.0,70.0,17.2
18,10.8,69,986.6,0.0,20,57.0,41.0,15.9
19,9.1,75,986.3,0.0,28,2.0,4.0,15.5
20,8.1,78,986.2,0.0,29,0.0,0.0,17.0
21,7.7,80,986.0,0.0,29,0.0,0.0,19.0
22,7.9,76,985.5,0.0,33,0.0,0.0,20.2
23,8.0,73,985.3,0.0,37,0.0,0.0,20.8
00,7.8,71,985.0,0.0,37,0.0,0.0,20.7
01,7.3,71,984.7,0.0,38,0.0,0.0,22.9
02,6.9,71,984.1,0.0,65,0.0,0.0,22.7
03,6.7,73,984.2,0.0,77,0.0,0.0,22.8
04,6.4,76,984.3,0.0,80,0.0,0.0,22.4
05,6.1,79,984.2,0.3,48,0.0,0.0,20.4
06,5.7,83,984.9,0.0,29,0.0,0.0,19.1
07,5.4,86,985.1,0.0,53,0.0,0.0,17.1
08,5.8,87,985.9,0.0,75,7.0,12.0,16.1
09,6.7,86,986.8,0.0,91,18.0,56.0,14.0
10,7.1,90,987.8,0.0,100,14.0,71.0,12.8
11,6.7,89,989.0,0.0,100,14.0,91.0,12.2
12,6.0,88,989.9,0.0,100,2.0,97.0,10.8
13,5.6,85,990.9,0.0,94,9.0,124.0,12.1
14,5.1,81,991.3,0.0,89,0.0,100.0,12.0
15,5.1,76,992.5,0.0,77,5.0,119.0,12.2
16,5.4,73,992.6,0.0,68,47.0,100.0,10.5
17,5.4,71,992.8,0.0,67,29.0,86.0,8.6
18,4.9,73,993.3,0.0,62,21.0,48.0,5.9
19,3.6,79,993.8,0.0,62,1.0,5.0,6.4
20,2.2,85,994.2,0.0,59,0.0,0.0,7.0
21,1.3,88,994.2,0.0,61,0.0,0.0,8.4
22,1.0,88,994.2,0.0,74,0.0,0.0,9.7
23,0.7,89,994.0,0.0,73,0.0,0.0,9.5
00,0.5,90,994.2,0.0,79,0.0,0.0,8.9
01,0.5,91,994.7,0.0,90,0.0,0.0,9.1
02,0.9,91,994.0,0.0,90,0.0,0.0,10.2
03,1.3,90,993.7,0.0,90,0.0,0.0,10.7
04,1.2,91,993.0,0.0,90,0.0,0.0,11.2
05,1.4,92,992.6,0.0,90,0.0,0.0,11.2
06,1.7,93,992.1,0.0,90,0.0,0.0,12.7
07,2.3,93,991.3,0.0,90,0.0,0.0,13.5
08,3.0,94,991.2,0.0,91,11.0,20.0,14.8
09,4.6,93,990.7,0.0,75,54.0,74.0,15.0
10,6.0,89,990.3,0.0,100,75.0,140.0,19.3
11,7.6,87,989.5,0.0,100,62.0,209.0,19.6
12,8.5,86,989.1,0.0,100,19.0,211.0,20.3
13,9.1,85,989.0,0.0,100,8.0,180.0,19.7
14,9.5,84,987.8,0.0,100,7.0,159.0,21.4
15,9.3,86,987.2,0.2,100,0.0,113.0,18.9
16,9.5,88,986.2,0.7,100,9.0,97.0,20.4
17,9.4,91,985.0,1.1,100,1.0,56.0,23.8
18,9.3,91,984.3,0.8,100,0.0,17.0,26.8
19,9.1,91,984.0,0.7,100,0.0,0.0,26.6
20,9.1,91,983.6,0.7,100,0.0,0.0,25.1
21,9.1,92,983.0,0.4,100,0.0,0.0,24.1
22,9.2,91,982.4,0.4,100,0.0,0.0,23.6
23,8.9,91,981.8,0.5,100,0.0,0.0,23.4
00,8.6,91,981.7,0.3,100,0.0,0.0,21.3
01,8.4,92,980.8,0.1,76,0.0,0.0,21.8
02,8.2,92,980.6,0.0,62,0.0,0.0,22.1
03,8.0,92,980.2,0.3,92,0.0,0.0,21.7
04,7.8,93,978.9,1.1,100,0.0,0.0,20.9
05,7.7,94,978.3,0.3,100,0.0,0.0,22.7
06,7.7,94,977.7,0.2,100,0.0,0.0,24.2
07,7.9,94,977.1,0.5,100,0.0,0.0,25.2
08,8.1,95,976.6,0.2,100,0.0,12.0,24.5
09,8.4,97,976.4,0.6,100,0.0,26.0,27.1
10,8.9,93,976.7,0.8,100,0.0,22.0,28.8
11,7.8,97,978.1,0.4,100,0.0,37.0,26.3
12,5.9,93,980.2,0.1,100,0.0,55.0,24.0
13,5.1,86,981.9,0.0,95,2.0,101.0,24.2
14,4.7,79,983.1,0.1,89,26.0,188.0,26.7
15,3.0,74,984.8,0.1,90,8.0,146.0,29.6
16,2.0,68,987.1,0.1,90,9.0,131.0,28.5
17,1.6,65,988.9,0.1,100,4.0,92.0,27.2
18,1.3,67,990.4,0.0,100,7.0,52.0,23.1
19,0.5,67,992.2,0.0,58,2.0,7.0,18.6
20,-0.1,65,993.8,0.0,35,0.0,0.0,14.5
21,-0.7,65,994.5,0.0,50,0.0,0.0,13.1
22,-0.5,65,994.9,0.0,0,0.0,0.0,12.2
23,-0.9,67,995.7,0.0,1,0.0,0.0,14.5
00,-0.9,67,996.4,0.0,13,0.0,0.0,17.0
01,-0.9,69,996.7,0.0,16,0.0,0.0,17.4
02,-0.9,72,998.0,0.0,2,0.0,0.0,17.8
03,-1.2,73,998.7,0.0,6,0.0,0.0,18.7
04,-1.6,74,999.7,0.0,5,0.0,0.0,18.1
05,-1.8,74,1000.5,0.0,1,0.0,0.0,16.6
06,-2.1,74,1001.6,0.0,2,0.0,0.0,16.3
07,-2.5,75,1002.6,0.0,1,0.0,0.0,15.6
08,-2.0,74,1003.7,0.0,0,29.0,24.0,15.0
09,-0.7,69,1004.9,0.0,8,125.0,65.0,18.3
10,0.4,63,1005.7,0.0,43,252.0,93.0,17.9
11,1.3,58,1006.8,0.0,44,292.0,147.0,17.7
12,2.3,53,1007.3,0.0,69,347.0,168.0,17.0
13,3.4,45,1007.5,0.0,56,407.0,158.0,14.5
14,4.3,39,1007.2,0.0,71,360.0,187.0,14.4
15,4.4,40,1007.8,0.0,64,389.0,127.0,14.8
16,4.4,41,1008.1,0.0,50,310.0,102.0,13.0
17,4.0,43,1008.2,0.0,0,191.0,81.0,10.9
18,3.0,50,1007.8,0.0,0,74.0,46.0,6.3
19,1.4,56,1008.1,0.0,0,4.0,7.0,9.1
20,-0.2,63,1008.2,0.0,10,0.0,0.0,9.2
21,-1.4,68,1008.5,0.0,0,0.0,0.0,9.0
22,-2.1,69,1008.6,0.0,2,0.0,0.0,8.6
23,-2.3,70,1008.7,0.0,3,0.0,0.0,10.1
00,-2.2,70,1009.0,0.0,19,0.0,0.0,10.4
01,-2.1,69,1009.4,0.0,29,0.0,0.0,11.9
02,-1.8,68,1009.2,0.0,7,0.0,0.0,13.0
03,-1.8,69,1009.0,0.0,1,0.0,0.0,13.4
04,-1.8,69,1008.8,0.0,11,0.0,0.0,13.7
05,-1.7,68,1009.0,0.0,23,0.0,0.0,13.7
06,-1.6,68,1009.0,0.0,16,0.0,0.0,13.7
07,-1.6,68,1008.8,0.0,5,0.0,0.0,15.5
08,-0.6,66,1008.9,0.0,0,30.0,25.0,18.0
09,1.5,61,1009.3,0.0,0,136.0,62.0,18.4
10,3.6,54,1009.1,0.0,1,269.0,82.0,20.9
11,5.3,51,1009.1,0.0,13,388.0,93.0,21.7
12,6.5,48,1008.9,0.0,5,466.0,103.0,21.3
13,7.5,46,1008.0,0.0,2,509.0,104.0,20.5
14,8.1,44,1007.2,0.0,1,497.0,102.0,20.6
15,8.5,43,1006.8,0.0,1,437.0,96.0,19.7
16,8.6,43,1005.9,0.0,0,333.0,88.0,19.0
17,8.0,48,1005.2,0.0,3,189.0,80.0,17.6
18,6.6,53,1004.8,0.0,4,76.0,47.0,16.3
19,4.8,58,1004.9,0.0,4,5.0,7.0,16.5
20,3.6,62,1005.2,0.0,4,0.0,0.0,18.1
21,2.8,65,1004.9,0.0,3,0.0,0.0,19.3
22,2.8,62,1004.6,0.0,0,0.0,0.0,18.5
23,2.3,64,1004.3,0.0,0,0.0,0.0,17.7
00,1.7,66,1004.0,0.0,0,0.0,0.0,16.6
01,1.1,69,1004.0,0.0,0,0.0,0.0,15.5
02,0.6,72,1003.4,0.0,0,0.0,0.0,14.5
03,0.3,74,1002.9,0.0,0,0.0,0.0,14.1
04,-0.0,76,1002.6,0.0,0,0.0,0.0,13.0
05,-0.2,78,1002.4,0.0,5,0.0,0.0,13.5
06,-0.3,80,1002.5,0.0,25,0.0,0.0,13.7
07,-0.3,81,1002.2,0.0,15,0.0,0.0,12.8
08,0.6,80,1002.2,0.0,8,24.0,23.0,15.0
09,2.4,75,1002.2,0.0,5,97.0,72.0,16.9
10,4.5,67,1001.7,0.0,5,255.0,86.0,17.9
11,6.1,61,1001.2,0.0,14,365.0,100.0,18.4
12,7.4,57,1000.9,0.0,13,397.0,123.0,18.9
13,8.5,55,1000.0,0.0,0,383.0,152.0,18.0
14,9.6,53,999.0,0.0,8,448.0,118.0,17.1
15,10.3,53,998.8,0.0,22,374.0,128.0,18.0
16,10.3,54,998.6,0.0,30,237.0,132.0,18.4
17,9.8,57,998.5,0.0,35,127.0,114.0,17.1
18,8.4,61,998.1,0.0,47,33.0,70.0,14.4
19,6.8,66,998.1,0.0,42,1.0,10.0,15.1
20,5.9,70,998.1,0.0,80,0.0,0.0,14.8
21,5.6,72,997.9,0.0,92,0.0,0.0,12.6
22,5.7,74,997.8,0.3,80,0.0,0.0,11.5
23,5.3,81,997.4,0.3,88,0.0,0.0,9.6
00,4.8,88,997.1,0.3,90,0.0,0.0,7.8
01,4.6,91,997.3,0.2,96,0.0,0.0,5.8
02,4.5,92,997.2,0.1,100,0.0,0.0,6.3
03,4.3,92,996.5,0.0,100,0.0,0.0,7.3
04,4.2,93,996.6,0.1,100,0.0,0.0,6.5
05,4.1,94,996.2,0.2,95,0.0,0.0,6.9
06,4.0,94,996.2,0.5,100,0.0,0.0,7.6
07,4.0,95,995.8,0.7,99,0.0,0.0,8.3
08,4.2,95,996.0,0.7,100,1.0,15.0,8.9
09,4.6,95,996.1,0.5,100,0.0,33.0,9.3
10,5.4,93,995.9,0.4,98,1.0,79.0,9.9
11,6.3,90,995.8,0.3,100,13.0,117.0,11.3
12,7.0,90,995.9,0.7,100,21.0,121.0,8.8
13,7.3,90,996.0,0.9,100,0.0,110.0,6.2
14,7.7,89,996.1,0.6,100,0.0,110.0,4.0
15,8.0,88,996.4,0.3,100,5.0,115.0,3.3
16,7.9,90,996.2,0.1,100,0.0,58.0,4.3
17,7.8,92,996.4,0.0,100,0.0,44.0,5.1
18,7.3,93,996.6,0.0,100,0.0,21.0,4.3
