time,temperature_2m,relativehumidity_2m,surface_pressure,precipitation,cloudcover,direct_radiation,diffuse_radiation,windspeed_10m
00,18.9,71,1001.6,0.0,27,0.0,0.0,4.3
01,17.7,78,1002.0,0.1,33,0.0,0.0,4.7
02,16.6,84,1001.9,0.0,47,0.0,0.0,5.0
03,16.2,85,1001.7,0.0,54,0.0,0.0,7.0
04,16.1,84,1002.1,0.0,50,0.0,0.0,8.4
05,16.3,82,1002.1,0.0,51,0.0,2.0,9.7
06,16.9,79,1002.2,0.0,34,7.0,30.0,10.6
07,18.8,70,1002.7,0.0,29,39.0,101.0,11.9
08,19.4,68,1002.8,0.0,26,75.0,39.0,13.7
09,22.8,55,1002.9,0.0,26,375.0,116.0,15.6
10,24.4,55,1003.0,0.0,28,388.0,180.0,17.4
11,26.0,47,1002.8,0.0,59,494.0,189.0,21.6
12,26.8,42,1003.1,0.0,62,381.0,214.0,23.3
13,27.1,40,1003.0,0.0,71,227.0,275.0,20.7
14,27.5,38,1002.9,0.0,68,199.0,311.0,21.0
15,27.8,37,1003.0,0.0,57,213.0,291.0,21.3
16,28.1,36,1002.8,0.0,43,233.0,281.0,20.8
17,28.3,34,1002.5,0.0,26,269.0,201.0,21.4
18,28.0,34,1002.7,0.0,16,151.0,170.0,20.7
19,27.3,37,1002.7,0.0,17,82.0,115.0,16.1
20,25.9,41,1002.7,0.0,17,40.0,55.0,13.0
21,24.0,48,1003.0,0.0,8,3.0,10.0,11.7
22,22.8,54,1003.5,0.0,3,0.0,0.0,12.0
23,21.9,59,1003.4,0.0,0,0.0,0.0,12.2
00,21.2,63,1003.8,0.0,1,0.0,0.0,12.7
01,20.6,66,1004.2,0.0,11,0.0,0.0,14.3
02,20.2,68,1004.1,0.0,16,0.0,0.0,14.8
03,19.8,70,1004.4,0.0,9,0.0,0.0,15.3
04,19.3,71,1004.6,0.0,8,0.0,0.0,14.9
05,18.9,71,1004.6,0.0,10,1.0,4.0,13.8
06,19.3,68,1004.9,0.0,13,36.0,38.0,14.8
07,20.9,61,1005.0,0.0,12,137.0,69.0,15.5
08,22.7,51,1005.1,0.0,9,273.0,92.0,16.9
09,24.4,44,1005.1,0.0,2,418.0,107.0,17.6
10,26.0,40,1005.1,0.0,0,537.0,125.0,19.7
11,27.2,35,1005.4,0.0,0,642.0,134.0,20.4
12,28.1,33,1005.2,0.0,0,714.0,137.0,19.8
13,28.9,31,1005.2,0.0,0,743.0,137.0,18.3
14,29.4,29,1005.1,0.0,0,727.0,136.0,18.4
15,29.7,28,1004.6,0.0,0,669.0,131.0,18.3
16,29.8,27,1004.5,0.0,0,573.0,123.0,17.9
17,29.5,28,1004.2,0.0,0,448.0,112.0,17.1
18,28.9,29,1003.9,0.0,0,308.0,97.0,16.8
19,27.9,33,1004.0,0.0,0,169.0,76.0,14.8
20,26.2,38,1003.8,0.0,0,57.0,48.0,13.7
21,24.3,44,1004.3,0.0,0,4.0,10.0,13.1
22,22.9,49,1004.4,0.0,0,0.0,0.0,12.2
23,21.8,53,1004.6,0.0,0,0.0,0.0,10.5
00,20.7,57,1004.7,0.0,0,0.0,0.0,8.3
01,19.6,62,1004.8,0.0,0,0.0,0.0,7.3
02,18.3,68,1004.6,0.0,0,0.0,0.0,6.6
03,17.3,73,1004.3,0.0,0,0.0,0.0,6.4
04,16.6,77,1004.4,0.0,0,0.0,0.0,6.8
05,16.2,81,1004.2,0.0,11,1.0,4.0,6.7
06,17.6,81,1004.0,0.0,14,34.0,37.0,8.8
07,21.6,63,1003.8,0.0,19,129.0,69.0,6.9
08,24.4,54,1003.4,0.0,11,258.0,93.0,7.3
09,26.5,48,1003.2,0.0,0,396.0,110.0,9.2
10,28.1,50,1003.1,0.0,0,516.0,125.0,10.8
11,29.4,47,1002.9,0.0,13,592.0,143.0,12.6
12,30.2,46,1002.5,0.0,10,476.0,183.0,13.8
13,30.9,43,1002.1,0.0,18,622.0,163.0,14.7
14,31.4,43,1001.9,0.0,38,529.0,171.0,15.9
15,31.5,43,1001.8,0.0,33,466.0,178.0,16.3
16,30.7,45,1001.7,0.2,37,334.0,146.0,16.0
17,29.5,50,1001.8,0.3,40,283.0,110.0,16.3
18,29.1,50,1001.6,0.0,34,139.0,89.0,16.5
19,28.9,50,1001.6,0.0,25,89.0,81.0,12.7
20,27.8,53,1001.8,0.0,15,34.0,43.0,10.5
21,26.4,56,1002.1,0.0,16,3.0,8.0,10.4
22,24.7,58,1002.3,0.0,15,0.0,0.0,10.6
23,23.8,61,1002.4,0.0,26,0.0,0.0,10.4
00,23.1,63,1002.7,0.0,23,0.0,0.0,10.2
01,22.3,66,1002.8,0.0,10,0.0,0.0,11.5
02,21.7,68,1002.9,0.0,7,0.0,0.0,11.2
03,21.2,68,1003.3,0.0,6,0.0,0.0,10.8
04,20.6,68,1003.3,0.0,6,0.0,0.0,10.8
05,20.1,66,1003.5,0.0,3,1.0,3.0,11.7
06,20.4,62,1003.8,0.0,2,29.0,35.0,13.3
07,21.4,55,1004.2,0.0,3,116.0,71.0,13.5
08,22.9,51,1004.4,0.0,9,254.0,91.0,12.9
09,24.7,48,1004.4,0.0,19,392.0,108.0,12.6
10,25.8,48,1004.3,0.0,23,440.0,157.0,13.2
11,27.1,41,1004.3,0.0,23,540.0,187.0,13.9
12,28.0,37,1004.2,0.0,4,681.0,145.0,15.1
13,28.6,35,1004.3,0.0,6,741.0,130.0,14.8
14,28.9,33,1003.9,0.0,14,717.0,130.0,14.5
15,29.0,31,1003.8,0.0,22,667.0,128.0,13.5
16,29.0,30,1003.3,0.0,24,568.0,125.0,12.5
17,28.7,29,1002.7,0.0,20,441.0,115.0,11.5
18,28.1,30,1002.6,0.0,23,287.0,107.0,10.4
19,27.3,32,1002.7,0.0,28,158.0,82.0,10.9
20,25.7,36,1002.5,0.0,33,28.0,62.0,10.3
21,23.8,40,1002.8,0.0,35,1.0,12.0,12.2
22,22.5,43,1003.3,0.0,34,0.0,0.0,13.4
23,21.4,45,1003.4,0.0,34,0.0,0.0,14.0
00,20.6,46,1003.5,0.0,29,0.0,0.0,13.5
01,20.0,46,1003.1,0.0,37,0.0,0.0,11.6
02,19.5,47,1003.5,0.0,83,0.0,0.0,11.5
03,18.9,49,1003.4,0.0,90,0.0,0.0,10.9
04,18.3,51,1003.0,0.0,91,0.0,0.0,10.4
05,17.7,54,1002.8,0.0,82,0.0,4.0,9.4
06,18.0,56,1003.1,0.0,71,20.0,44.0,7.4
07,19.4,51,1003.3,0.0,71,108.0,79.0,5.8
08,21.1,45,1003.5,0.0,50,160.0,142.0,5.2
09,22.7,40,1003.7,0.0,71,195.0,221.0,4.0
10,22.0,48,1003.5,0.0,75,109.0,222.0,4.0
11,22.8,45,1003.2,0.0,53,124.0,275.0,3.6
12,24.0,43,1003.0,0.0,38,399.0,216.0,4.3
13,24.9,41,1003.0,0.0,20,482.0,204.0,2.8
14,25.8,38,1002.1,0.0,8,560.0,188.0,5.4
15,26.5,35,1002.4,0.0,2,575.0,183.0,6.0
16,27.0,33,1001.9,0.0,1,577.0,120.0,6.6
17,26.9,33,1001.2,0.0,2,400.0,129.0,8.0
18,26.8,32,1001.3,0.0,1,303.0,94.0,9.4
19,26.2,33,1001.3,0.0,1,167.0,76.0,10.0
20,25.0,37,1001.3,0.0,3,57.0,47.0,8.9
21,23.2,42,1001.3,0.0,2,4.0,10.0,9.8
22,21.8,45,1001.8,0.0,1,0.0,0.0,10.6
23,20.7,49,1001.9,0.0,9,0.0,0.0,9.4
00,19.7,52,1002.3,0.0,3,0.0,0.0,7.8
01,18.6,58,1002.7,0.0,11,0.0,0.0,5.7
02,17.3,65,1002.5,0.0,4,0.0,0.0,6.8
03,16.1,71,1002.4,0.0,0,0.0,0.0,6.9
04,15.4,74,1002.5,0.0,0,0.0,0.0,6.2
05,14.9,77,1002.2,0.0,3,1.0,3.0,7.1
06,16.0,75,1002.3,0.0,4,34.0,37.0,9.7
07,19.2,59,1002.3,0.0,0,130.0,70.0,9.6
08,21.6,50,1002.3,0.0,0,267.0,91.0,10.5
09,23.7,41,1002.0,0.0,0,409.0,108.0,13.0
10,24.4,41,1002.2,0.0,0,534.0,121.0,16.7
11,25.4,37,1001.8,0.0,2,639.0,130.0,19.2
12,26.2,35,1001.6,0.0,9,716.0,133.0,20.3
13,26.8,34,1001.6,0.0,17,690.0,164.0,19.3
14,27.2,32,1000.8,0.0,16,628.0,193.0,19.7
15,27.3,31,1000.6,0.0,17,534.0,208.0,20.4
16,27.3,31,1000.4,0.0,7,470.0,161.0,21.3
17,26.9,32,1000.2,0.0,16,378.0,132.0,22.6
18,26.1,33,1000.5,0.0,16,244.0,100.0,23.1
19,25.3,34,1000.8,0.0,17,114.0,91.0,21.2
20,24.2,37,1001.1,0.0,11,34.0,53.0,17.4
21,22.6,39,1001.3,0.0,2,3.0,9.0,16.8
22,21.3,39,1002.7,0.0,0,0.0,0.0,18.9
23,19.8,38,1003.1,0.0,0,0.0,0.0,17.8
00,18.4,39,1003.9,0.0,0,0.0,0.0,17.3
01,17.0,43,1005.0,0.0,0,0.0,0.0,15.0
02,15.8,46,1004.9,0.0,0,0.0,0.0,12.0
03,14.8,49,1005.4,0.0,0,0.0,0.0,10.2
04,13.9,51,1005.9,0.0,0,0.0,0.0,9.2
05,13.2,54,1006.5,0.0,0,1.0,3.0,9.3
06,13.5,55,1006.8,0.0,0,37.0,36.0,10.9
07,14.9,48,1006.8,0.0,0,139.0,69.0,14.3
08,16.1,43,1007.0,0.0,0,276.0,92.0,17.5
09,17.3,40,1007.0,0.0,0,419.0,109.0,17.1
10,18.3,42,1006.9,0.0,0,546.0,122.0,17.0
11,19.7,39,1006.7,0.0,0,652.0,131.0,18.1
12,21.0,37,1006.5,0.0,0,722.0,136.0,18.8
13,22.0,36,1006.5,0.0,0,755.0,136.0,18.4
14,22.9,35,1005.9,0.0,2,740.0,133.0,18.0
15,23.5,34,1006.1,0.0,2,682.0,129.0,18.0
16,24.1,33,1005.8,0.0,0,567.0,129.0,17.7
17,24.3,32,1005.7,0.0,0,430.0,129.0,17.3
18,24.1,33,1005.6,0.0,0,321.0,92.0,17.3
19,23.6,34,1005.5,0.0,0,165.0,79.0,16.2
20,22.4,38,1005.5,0.0,0,57.0,47.0,11.2
21,20.8,43,1005.6,0.0,0,4.0,10.0,8.4
22,19.3,48,1005.8,0.0,0,0.0,0.0,8.8
23,18.3,52,1005.7,0.0,0,0.0,0.0,9.0
00,17.4,56,1005.6,0.0,0,0.0,0.0,10.0
01,16.8,58,1005.8,0.0,0,0.0,0.0,10.8
02,16.2,60,1005.7,0.0,0,0.0,0.0,10.5
03,15.7,62,1005.4,0.0,0,0.0,0.0,10.4
04,15.2,64,1005.4,0.0,0,0.0,0.0,10.7
05,14.8,66,1005.6,0.0,0,1.0,3.0,11.2
06,15.6,66,1005.2,0.0,1,34.0,35.0,12.5
07,17.8,58,1005.1,0.0,5,131.0,68.0,12.2
08,20.2,50,1005.1,0.0,10,235.0,108.0,12.9
09,22.4,42,1004.8,0.0,14,393.0,118.0,14.0
10,23.3,42,1004.5,0.0,6,532.0,123.0,16.0
11,24.5,38,1004.3,0.0,16,639.0,130.0,16.1
12,25.5,35,1004.0,0.0,14,706.0,136.0,15.4
13,26.4,34,1003.6,0.0,12,737.0,135.0,14.2
14,27.1,34,1003.3,0.0,13,712.0,140.0,14.6
15,27.7,33,1003.1,0.0,5,581.0,159.0,14.7
16,27.7,33,1002.7,0.0,39,365.0,188.0,15.0
17,27.4,34,1002.3,0.0,35,132.0,198.0,15.8
18,27.2,34,1002.5,0.0,29,43.0,163.0,15.4
19,26.5,37,1002.5,0.0,8,55.0,78.0,12.0
20,25.6,41,1002.3,0.0,5,33.0,44.0,7.6
21,24.0,47,1002.5,0.0,11,3.0,8.0,7.3
22,22.5,52,1002.6,0.0,11,0.0,0.0,7.7
23,21.4,56,1002.3,0.0,7,0.0,0.0,8.4
00,20.8,59,1002.5,0.0,4,0.0,0.0,9.0
01,20.2,62,1002.5,0.0,7,0.0,0.0,9.7
02,19.8,64,1002.5,0.0,11,0.0,0.0,10.0
03,19.2,67,1002.4,0.0,14,0.0,0.0,10.0
04,19.0,69,1002.5,0.0,33,0.0,0.0,10.0
05,18.9,71,1002.6,0.0,36,0.0,3.0,10.2
06,19.6,71,1002.5,0.0,31,25.0,33.0,11.5
07,21.1,66,1003.0,0.0,28,87.0,70.0,10.5
08,22.9,60,1002.9,0.0,24,172.0,101.0,9.5
09,24.8,54,1002.7,0.0,15,284.0,122.0,8.1
10,26.3,54,1002.5,0.0,29,338.0,166.0,7.2
11,28.0,44,1002.2,0.0,34,474.0,188.0,9.1
12,28.6,39,1002.4,0.0,14,424.0,201.0,9.4
13,29.1,37,1001.9,0.0,16,436.0,187.0,8.3
14,29.7,36,1001.9,0.0,13,493.0,203.0,8.0
15,30.2,35,1001.2,0.0,14,582.0,143.0,8.8
16,30.1,35,1001.0,0.0,18,433.0,137.0,9.4
17,30.1,34,1000.8,0.0,30,383.0,120.0,9.8
18,29.6,35,1000.6,0.0,26,252.0,116.0,11.0
19,28.5,40,1000.8,0.2,17,149.0,68.0,9.5
20,27.3,45,1000.7,0.0,11,39.0,42.0,8.1
21,25.8,49,1000.8,0.0,11,3.0,9.0,8.2
22,24.5,51,1001.0,0.0,16,0.0,0.0,7.9
23,23.4,55,1001.0,0.0,14,0.0,0.0,7.2
00,22.3,60,1001.2,0.0,8,0.0,0.0,6.8
01,21.5,64,1001.4,0.0,10,0.0,0.0,6.8
02,20.5,68,1001.6,0.0,9,0.0,0.0,6.4
03,19.9,72,1001.5,0.0,10,0.0,0.0,6.1
04,19.4,75,1001.5,0.0,8,0.0,0.0,6.0
05,18.8,80,1001.4,0.0,1,0.0,3.0,5.9
06,19.4,81,1001.6,0.0,1,28.0,34.0,7.3
07,22.4,67,1001.9,0.0,3,120.0,65.0,5.6
08,24.8,58,1002.2,0.0,4,230.0,90.0,4.9
09,27.1,48,1002.1,0.0,1,374.0,107.0,5.3
10,28.5,44,1002.2,0.0,5,520.0,119.0,8.0
11,29.5,38,1002.2,0.0,17,566.0,147.0,8.7
12,30.1,35,1001.7,0.0,19,588.0,153.0,8.4
13,30.5,33,1001.2,0.0,25,545.0,169.0,7.3
14,30.6,32,1001.7,0.0,23,523.0,139.0,7.5
15,30.9,31,1001.5,0.0,23,503.0,142.0,7.3
16,30.8,31,1001.0,0.0,23,368.0,153.0,7.3
17,30.7,31,1001.1,0.0,30,280.0,130.0,7.6
18,30.3,31,1001.0,0.0,38,192.0,103.0,7.6
19,29.8,33,1001.0,0.0,36,104.0,71.0,6.1
20,28.6,38,1000.9,0.0,19,31.0,35.0,7.2
21,26.9,43,1001.1,0.0,17,3.0,8.0,8.3
22,25.3,45,1001.3,0.0,11,0.0,0.0,7.9
23,24.2,48,1001.4,0.0,8,0.0,0.0,8.0
00,23.4,50,1001.2,0.0,5,0.0,0.0,8.5
01,22.6,52,1001.4,0.0,2,0.0,0.0,8.4
02,21.9,55,1001.8,0.0,4,0.0,0.0,7.4
03,21.2,57,1001.5,0.0,2,0.0,0.0,7.4
04,20.4,60,1001.2,0.0,6,0.0,0.0,7.0
05,19.7,65,1001.6,0.0,4,0.0,3.0,6.5
06,20.2,69,1001.5,0.0,5,30.0,33.0,7.9
07,22.8,57,1001.6,0.0,2,122.0,66.0,6.4
08,25.2,50,1001.7,0.0,1,252.0,89.0,6.3
09,27.6,43,1001.5,0.0,1,392.0,105.0,7.1
10,29.0,41,1001.6,0.0,1,517.0,119.0,7.8
11,30.3,35,1001.5,0.0,17,611.0,132.0,9.4
12,30.8,33,1001.4,0.0,11,537.0,135.0,10.0
13,31.5,32,1001.2,0.0,6,627.0,153.0,11.9
14,32.0,30,1000.8,0.0,4,645.0,144.0,11.8
15,32.1,30,1000.3,0.0,1,484.0,150.0,11.0
16,32.2,29,999.8,0.0,5,469.0,120.0,10.5
17,32.2,28,999.4,0.0,0,405.0,111.0,11.6
18,31.9,28,999.0,0.0,5,297.0,96.0,12.3
19,31.1,31,998.9,0.0,8,153.0,70.0,8.6
20,29.6,34,999.0,0.0,10,51.0,43.0,7.1
21,27.9,36,999.0,0.0,9,3.0,8.0,8.7
22,26.9,38,999.2,0.0,7,0.0,0.0,8.7
23,25.9,37,999.2,0.0,5,0.0,0.0,11.5
00,25.2,36,999.2,0.0,6,0.0,0.0,13.0
01,24.7,34,999.4,0.0,13,0.0,0.0,13.8
02,23.8,36,999.3,0.0,16,0.0,0.0,11.9
03,22.8,39,999.1,0.0,28,0.0,0.0,10.3
04,22.0,43,999.3,0.0,19,0.0,0.0,9.3
05,21.2,49,999.2,0.0,19,0.0,2.0,9.4
06,21.4,56,999.3,0.0,14,30.0,32.0,11.3
07,23.5,52,999.6,0.0,28,117.0,62.0,11.5
08,25.7,49,1000.1,0.0,28,227.0,88.0,12.9
09,27.9,43,1000.1,0.0,29,373.0,108.0,13.4
10,29.4,36,1000.1,0.0,24,407.0,113.0,14.3
11,30.3,33,1000.2,0.0,14,430.0,165.0,13.7
12,31.0,32,1000.1,0.0,10,561.0,173.0,12.3
13,31.6,30,1000.4,0.0,12,592.0,175.0,11.9
14,32.0,29,1000.1,0.0,8,610.0,156.0,10.9
15,32.2,27,999.8,0.0,18,549.0,122.0,9.0
16,32.0,27,999.2,0.0,16,353.0,181.0,6.5
17,31.5,27,999.2,0.0,18,222.0,140.0,4.8
18,31.2,28,999.2,0.0,12,270.0,94.0,4.4
19,30.1,35,999.7,0.0,11,110.0,83.0,10.6
20,28.1,47,1000.1,0.0,17,47.0,47.0,16.1
21,26.1,60,1000.3,0.0,5,2.0,8.0,16.6
22,25.0,61,1000.4,0.0,1,0.0,0.0,14.6
23,24.1,62,1000.1,0.0,1,0.0,0.0,12.8
00,23.3,63,1000.2,0.0,1,0.0,0.0,11.5
01,22.5,63,1000.1,0.0,1,0.0,0.0,12.2
02,21.7,63,1000.3,0.0,1,0.0,0.0,9.7
03,20.8,62,1000.0,0.0,2,0.0,0.0,8.4
04,19.9,61,1000.0,0.0,5,0.0,0.0,7.6
05,19.2,62,1000.1,0.0,5,0.0,2.0,7.2
06,19.4,65,1000.2,0.0,7,31.0,33.0,7.9
07,22.4,49,1000.7,0.0,2,126.0,66.0,6.9
08,25.0,40,1000.7,0.0,1,263.0,87.0,7.4
09,27.5,34,1000.7,0.0,1,406.0,104.0,7.9
10,29.3,33,1000.9,0.0,15,534.0,116.0,9.4
11,30.7,26,1000.6,0.0,26,634.0,125.0,11.7
12,31.3,23,1000.6,0.0,28,641.0,157.0,12.6
13,31.7,22,1000.5,0.0,27,663.0,146.0,12.7
14,32.1,21,999.8,0.0,27,673.0,159.0,13.5
15,32.1,21,999.8,0.0,28,547.0,189.0,13.6
16,32.1,21,999.3,0.0,36,466.0,161.0,13.7
17,31.8,20,999.0,0.0,39,357.0,134.0,12.9
18,31.4,21,998.5,0.0,52,190.0,133.0,10.9
19,30.5,25,998.6,0.0,60,89.0,90.0,5.8
20,29.3,28,998.7,0.0,52,41.0,43.0,7.4
21,27.6,32,998.9,0.0,49,2.0,8.0,8.0
22,26.1,34,999.0,0.0,55,0.0,0.0,9.0
23,25.2,36,998.5,0.0,52,0.0,0.0,7.2
00,24.2,38,998.4,0.0,43,0.0,0.0,7.4
01,23.5,39,998.5,0.0,54,0.0,0.0,8.2
02,22.8,40,998.1,0.0,53,0.0,0.0,8.9
03,22.1,42,997.9,0.0,27,0.0,0.0,9.7
04,21.6,43,997.8,0.0,26,0.0,0.0,10.5
05,20.8,47,997.5,0.0,23,0.0,2.0,10.7
06,21.1,50,997.7,0.0,25,20.0,28.0,10.9
07,22.8,46,997.5,0.0,21,94.0,69.0,10.0
08,25.0,41,997.8,0.0,15,197.0,107.0,9.6
09,27.4,35,997.5,0.0,9,320.0,137.0,9.4
10,28.8,34,997.3,0.0,21,534.0,116.0,9.1
11,30.5,28,996.9,0.0,30,637.0,129.0,10.5
12,31.3,23,996.4,0.0,34,608.0,159.0,12.3
13,31.7,23,995.7,0.0,49,611.0,179.0,12.3
14,31.8,23,995.6,0.0,36,493.0,195.0,12.2
15,32.0,24,995.2,0.0,32,527.0,160.0,11.2
16,32.1,24,994.4,0.0,30,468.0,135.0,10.7
17,31.9,25,995.3,0.0,52,382.0,123.0,10.9
18,31.0,26,994.5,0.0,59,222.0,121.0,3.5
19,30.2,29,994.3,0.0,48,91.0,89.0,9.9
20,28.9,33,994.4,0.0,60,41.0,47.0,7.3
21,27.1,36,994.2,0.0,32,3.0,8.0,6.8
22,24.3,52,993.9,0.0,23,0.0,0.0,6.9
23,23.4,54,993.3,0.0,30,0.0,0.0,7.0
00,22.7,54,993.2,0.0,31,0.0,0.0,8.2
01,22.0,53,993.2,0.0,25,0.0,0.0,7.4
02,21.4,51,992.9,0.0,23,0.0,0.0,8.5
03,21.2,49,992.7,0.0,27,0.0,0.0,8.0
04,20.9,48,992.4,0.0,40,0.0,0.0,7.5
05,20.9,47,991.9,0.0,43,0.0,2.0,7.4
06,21.4,47,992.0,0.0,63,14.0,38.0,5.7
07,23.1,44,991.8,0.0,58,73.0,90.0,6.5
08,24.9,38,991.8,0.0,44,152.0,131.0,10.0
09,25.9,37,991.7,0.0,52,222.0,174.0,12.8
10,26.4,40,991.6,0.1,50,252.0,199.0,11.5
11,27.1,42,991.8,0.4,37,241.0,238.0,12.3
12,27.9,41,991.7,0.2,44,267.0,298.0,11.2
13,28.1,39,992.5,0.1,84,242.0,273.0,13.5
14,28.3,39,992.1,0.1,77,266.0,274.0,13.0
15,28.0,39,991.9,0.1,86,40.0,200.0,15.2
16,28.0,38,992.0,0.1,83,105.0,214.0,17.4
17,26.5,45,992.2,0.1,62,0.0,143.0,17.6
18,24.7,54,991.7,0.2,56,2.0,143.0,10.8
19,23.8,60,991.6,0.1,50,3.0,92.0,4.4
20,22.9,65,991.2,0.0,71,0.0,30.0,7.8
21,22.3,69,991.6,0.1,88,0.0,3.0,8.3
22,23.0,56,991.6,0.0,90,0.0,0.0,8.7
23,22.9,54,991.5,0.0,90,0.0,0.0,7.1
00,22.6,54,990.9,0.0,90,0.0,0.0,6.2
01,22.0,58,990.4,0.0,86,0.0,0.0,6.0
02,21.7,59,990.2,0.0,71,0.0,0.0,8.4
03,21.5,59,990.0,0.0,87,0.0,0.0,12.2
04,21.3,58,989.6,0.0,86,0.0,0.0,11.5
05,20.6,64,989.5,0.4,64,0.0,1.0,8.1
06,20.6,65,989.5,0.0,86,4.0,22.0,8.6
07,20.5,64,989.3,0.1,82,10.0,34.0,8.8
08,20.2,70,989.3,0.7,75,31.0,87.0,6.6
09,20.1,77,989.3,1.0,85,36.0,123.0,5.8
10,20.5,82,989.7,1.5,89,1.0,151.0,9.7
11,20.7,83,990.4,1.9,100,11.0,187.0,8.4
12,20.3,87,990.4,2.5,100,6.0,104.0,9.2
13,20.1,88,990.8,2.5,100,0.0,106.0,10.7
14,20.1,88,990.3,1.9,100,3.0,118.0,11.5
15,20.0,88,990.4,0.6,100,10.0,149.0,12.0
16,20.1,85,989.9,0.2,100,17.0,127.0,12.3
17,20.4,85,990.5,0.4,100,25.0,120.0,11.1
18,19.7,90,990.1,2.6,75,2.0,68.0,10.0
19,19.5,91,990.6,0.6,46,5.0,45.0,11.8
20,19.2,91,991.3,0.0,39,9.0,49.0,11.5
21,18.6,93,992.6,0.0,38,1.0,7.0,15.8
22,17.9,91,992.8,0.1,58,0.0,0.0,15.4
23,17.5,92,993.2,0.0,31,0.0,0.0,13.0
00,17.0,93,994.0,0.0,78,0.0,0.0,13.1
01,17.1,93,994.8,0.0,92,0.0,0.0,17.4
02,17.1,91,995.2,0.1,100,0.0,0.0,19.9
03,17.0,90,995.9,0.0,98,0.0,0.0,19.3
04,16.8,88,996.5,0.0,50,0.0,0.0,17.2
05,16.4,87,997.4,0.0,17,0.0,1.0,15.1
06,16.4,86,997.8,0.0,20,11.0,24.0,14.8
07,17.0,82,998.6,0.0,41,53.0,72.0,21.0
08,18.0,76,999.1,0.0,59,194.0,98.0,20.3
09,19.4,69,999.5,0.0,50,354.0,115.0,19.2
10,19.7,62,999.6,0.0,41,382.0,142.0,18.6
11,20.6,57,1000.2,0.0,43,415.0,171.0,18.3
12,21.2,54,1000.5,0.1,63,479.0,179.0,18.8
13,21.6,51,1000.5,0.1,53,304.0,234.0,14.8
14,21.9,50,1000.5,0.0,34,368.0,150.0,16.0
15,22.5,47,1001.0,0.0,31,477.0,148.0,15.8
16,22.7,45,1001.2,0.0,23,420.0,147.0,15.6
17,22.4,46,1001.2,0.0,24,250.0,114.0,14.6
18,22.2,46,1001.1,0.0,26,207.0,102.0,12.9
19,21.6,50,1001.1,0.0,11,106.0,60.0,9.2
20,20.7,55,1001.0,0.0,6,41.0,43.0,6.8
21,19.4,59,1001.3,0.0,5,2.0,7.0,7.2
22,18.3,62,1001.3,0.0,5,0.0,0.0,7.0
23,17.4,65,1001.4,0.0,4,0.0,0.0,7.1
00,16.6,68,1001.3,0.0,9,0.0,0.0,7.4
01,15.9,71,1001.3,0.0,2,0.0,0.0,7.7
02,15.1,74,1001.4,0.0,0,0.0,0.0,7.5
03,14.5,77,1001.2,0.0,0,0.0,0.0,7.6
04,13.8,80,1001.3,0.0,0,0.0,0.0,7.3
05,13.2,83,1001.0,0.0,0,0.0,1.0,7.0
06,13.9,84,1001.0,0.0,0,27.0,30.0,9.0
07,16.9,72,1000.9,0.0,0,121.0,64.0,8.8
08,19.3,63,1000.6,0.0,0,256.0,87.0,9.6
09,21.5,51,1000.5,0.0,4,400.0,103.0,11.6
10,22.6,42,1000.2,0.0,23,436.0,128.0,16.9
11,23.1,39,1000.1,0.0,20,397.0,171.0,18.4
12,23.8,37,999.7,0.0,15,598.0,142.0,18.3
13,24.4,36,999.0,0.0,20,647.0,135.0,17.2
14,24.7,35,998.8,0.0,14,594.0,137.0,17.8
15,24.9,35,998.3,0.0,47,539.0,164.0,19.2
16,24.8,35,997.6,0.0,51,445.0,146.0,19.1
17,24.3,36,997.3,0.1,47,300.0,122.0,17.9
18,23.7,39,996.7,0.0,62,207.0,124.0,15.8
19,22.9,43,996.5,0.0,60,71.0,97.0,12.2
20,21.8,46,996.3,0.0,53,22.0,47.0,9.6
21,20.1,53,996.4,0.1,56,1.0,5.0,7.7
22,18.8,61,996.5,0.3,51,0.0,0.0,7.2
23,17.4,70,996.4,0.4,53,0.0,0.0,8.9
00,16.7,77,996.2,0.6,67,0.0,0.0,7.0
01,16.2,83,996.1,0.1,89,0.0,0.0,2.6
02,15.8,83,995.5,0.2,73,0.0,0.0,4.4
03,15.5,83,995.1,0.1,68,0.0,0.0,6.3
04,15.0,83,995.0,0.2,63,0.0,0.0,8.6
05,14.7,84,994.4,0.1,60,0.0,1.0,10.5
06,14.7,85,994.5,0.3,86,13.0,20.0,11.9
07,15.1,85,994.2,0.2,100,21.0,66.0,12.6
08,15.6,84,994.3,0.2,99,45.0,80.0,14.7
09,16.5,80,994.3,0.2,89,147.0,117.0,15.5
10,16.9,85,994.4,0.1,100,74.0,163.0,12.5
11,18.1,82,994.6,0.1,98,86.0,289.0,11.5
12,19.4,79,994.6,0.2,94,164.0,317.0,11.6
13,20.3,76,994.8,0.2,83,174.0,341.0,13.0
14,20.8,67,994.7,0.1,71,80.0,372.0,14.8
15,21.3,64,994.8,0.2,83,356.0,238.0,16.7
16,21.7,60,995.2,0.1,47,375.0,119.0,19.8
17,21.5,60,995.5,0.1,51,246.0,118.0,21.4
18,21.0,63,995.9,0.1,57,148.0,83.0,22.1
19,20.7,64,996.6,0.0,40,72.0,78.0,18.4
20,20.2,64,996.8,0.0,9,39.0,39.0,14.1
21,19.2,67,997.6,0.0,4,2.0,6.0,10.6
